plz,DES,NAME,EWZ,EW_M,EW_W,EW_Deutsch,EW_Auslaender,EW_U18,EW_18_29,EW_30_49,EW_50_64,EW_65p
91058,Kreisfreie Stadt,Erlangen,103719,50713,53007,91343,12377,16106,20366,30382,17895,18971
91126,Kreisfreie Stadt,Schwabach,38469,18451,20018,35459,3010,6629,4980,11110,7681,8069
91154,Landkreis,Roth,123344,60756,62588,119046,4298,22155,16473,35677,25512,23527
91301,Landkreis,Forchheim,112738,55589,57149,108294,4444,19984,15603,32471,24042,20638
91522,Kreisfreie Stadt,Ansbach,39491,18560,20931,37091,2400,6287,5879,10868,7911,8546
91522,Landkreis,Ansbach,178353,88473,89881,171436,6918,33067,25247,50075,36558,33407
91719,Landkreis,Heidenheim,127816,62759,65058,116734,11083,22823,17389,34350,25694,27561
92224,Kreisfreie Stadt,Amberg,41911,20407,21505,39509,2403,6473,6286,11370,8612,9171
92421,Landkreis,Schwandorf,142407,70716,71690,138149,4257,24392,19822,41181,29527,27484
93047,Kreisfreie Stadt,Regensburg,135403,64341,71062,121872,13531,19391,27927,40342,23033,24710
93047,Landkreis,Regensburg,182289,90179,92110,175955,6334,33118,24475,54612,38842,31242
93049,Kreisfreie Stadt,Regensburg,135403,64341,71062,121872,13531,19391,27927,40342,23033,24710
93049,Landkreis,Regensburg,182289,90179,92110,175955,6334,33118,24475,54612,38842,31242
93051,Landkreis,Regensburg,182289,90179,92110,175955,6334,33118,24475,54612,38842,31242
93051,Kreisfreie Stadt,Regensburg,135403,64341,71062,121872,13531,19391,27927,40342,23033,24710
93053,Kreisfreie Stadt,Regensburg,135403,64341,71062,121872,13531,19391,27927,40342,23033,24710
93053,Landkreis,Regensburg,182289,90179,92110,175955,6334,33118,24475,54612,38842,31242
93055,Landkreis,Regensburg,182289,90179,92110,175955,6334,33118,24475,54612,38842,31242
93055,Kreisfreie Stadt,Regensburg,135403,64341,71062,121872,13531,19391,27927,40342,23033,24710
93057,Landkreis,Regensburg,182289,90179,92110,175955,6334,33118,24475,54612,38842,31242
93057,Kreisfreie Stadt,Regensburg,135403,64341,71062,121872,13531,19391,27927,40342,23033,24710
93059,Landkreis,Regensburg,182289,90179,92110,175955,6334,33118,24475,54612,38842,31242
93059,Kreisfreie Stadt,Regensburg,135403,64341,71062,121872,13531,19391,27927,40342,23033,24710
93309,Landkreis,Kelheim,112752,56076,56677,106377,6376,21164,16006,33262,22560,19761
93413,Landkreis,Cham,125689,62421,63268,123061,2628,21590,17687,35540,26747,24125
94032,Kreisfreie Stadt,Passau,48649,22828,25821,45043,3606,6601,9743,12169,9512,10624
94032,Landkreis,Passau,184190,90305,93885,178211,5979,31808,24726,52011,39174,36471
94034,Landkreis,Passau,184190,90305,93885,178211,5979,31808,24726,52011,39174,36471
94034,Kreisfreie Stadt,Passau,48649,22828,25821,45043,3606,6601,9743,12169,9512,10624
94036,Kreisfreie Stadt,Passau,48649,22828,25821,45043,3606,6601,9743,12169,9512,10624
94036,Landkreis,Passau,184190,90305,93885,178211,5979,31808,24726,52011,39174,36471
94209,Landkreis,Regen,76782,37970,38812,75131,1651,12674,10461,21102,17209,15336
94315,Kreisfreie Stadt,Straubing,44488,21881,22607,40946,3542,6311,6796,12441,9470,9470
94469,Landkreis,Deggendorf,114454,56205,58249,109676,4778,19832,16185,32923,24159,21355
95028,Kreisfreie Stadt,Hof,44759,21006,23753,40525,4234,6625,6206,11797,9381,10750
95028,Landkreis,Hof,99371,47988,51383,96242,3129,15580,11673,26527,21536,24055
95030,Landkreis,Hof,99371,47988,51383,96242,3129,15580,11673,26527,21536,24055
95030,Kreisfreie Stadt,Hof,44759,21006,23753,40525,4234,6625,6206,11797,9381,10750
95032,Kreisfreie Stadt,Hof,44759,21006,23753,40525,4234,6625,6206,11797,9381,10750
95032,Landkreis,Hof,99371,47988,51383,96242,3129,15580,11673,26527,21536,24055
95326,Landkreis,Kulmbach,74071,36094,37976,72344,1726,11879,8960,20785,16352,16094
95444,Kreisfreie Stadt,Bayreuth,70808,33703,37105,65573,5235,9738,14606,18006,13660,14798
95444,Landkreis,Bayreuth,105395,51818,53578,103223,2173,18139,13525,30101,22462,21169
95445,Landkreis,Bayreuth,105395,51818,53578,103223,2173,18139,13525,30101,22462,21169
95445,Kreisfreie Stadt,Bayreuth,70808,33703,37105,65573,5235,9738,14606,18006,13660,14798
95447,Landkreis,Bayreuth,105395,51818,53578,103223,2173,18139,13525,30101,22462,21169
95447,Kreisfreie Stadt,Bayreuth,70808,33703,37105,65573,5235,9738,14606,18006,13660,14798
95448,Landkreis,Bayreuth,105395,51818,53578,103223,2173,18139,13525,30101,22462,21169
95448,Kreisfreie Stadt,Bayreuth,70808,33703,37105,65573,5235,9738,14606,18006,13660,14798
95643,Landkreis,Tirschenreuth,74867,36927,37939,73262,1604,12634,9988,20635,15845,15764
96047,Kreisfreie Stadt,Bamberg,70635,33080,37555,65197,5438,10260,13449,19483,12868,14575
96047,Landkreis,Bamberg,143610,71281,72329,140500,3110,26341,20396,42785,29602,24486
96049,Kreisfreie Stadt,Bamberg,70635,33080,37555,65197,5438,10260,13449,19483,12868,14575
96049,Landkreis,Bamberg,143610,71281,72329,140500,3110,26341,20396,42785,29602,24486
96050,Kreisfreie Stadt,Bamberg,70635,33080,37555,65197,5438,10260,13449,19483,12868,14575
96050,Landkreis,Bamberg,143610,71281,72329,140500,3110,26341,20396,42785,29602,24486
96052,Kreisfreie Stadt,Bamberg,70635,33080,37555,65197,5438,10260,13449,19483,12868,14575
96052,Landkreis,Bamberg,143610,71281,72329,140500,3110,26341,20396,42785,29602,24486
96215,Landkreis,Lichtenfels,67297,32917,34380,65508,1789,10979,8870,18979,14387,14082
96317,Landkreis,Kronach,69928,34163,35764,68262,1665,10648,8752,19728,15433,15366
96450,Landkreis,Coburg,87775,43107,44668,85287,2488,14409,11438,24357,19070,18501
96450,Kreisfreie Stadt,Coburg,41023,19519,21504,38456,2567,6039,6315,10915,8376,9378
97070,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97070,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97072,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97072,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97074,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97074,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97076,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97076,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97078,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97078,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97080,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97080,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97082,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97082,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97084,Kreisfreie Stadt,Würzburg,124297,58135,66162,114603,9694,15010,31128,32061,21249,24849
97084,Landkreis,Würzburg,158095,78157,79938,153003,5092,27653,21777,44863,34528,29274
97318,Landkreis,Kitzingen,87719,43384,44335,84109,3610,15434,12293,24981,18389,16622
97421,Kreisfreie Stadt,Schweinfurt,52143,24921,27222,46384,5759,8144,7973,13058,10472,12496
97421,Landkreis,Schweinfurt,113084,56222,56862,110068,3016,19632,15479,31251,24299,22423
97422,Kreisfreie Stadt,Schweinfurt,52143,24921,27222,46384,5759,8144,7973,13058,10472,12496
97422,Landkreis,Schweinfurt,113084,56222,56862,110068,3016,19632,15479,31251,24299,22423
97424,Landkreis,Schweinfurt,113084,56222,56862,110068,3016,19632,15479,31251,24299,22423
97424,Kreisfreie Stadt,Schweinfurt,52143,24921,27222,46384,5759,8144,7973,13058,10472,12496
97688,Landkreis,Bad Kissingen,104020,50668,53352,101513,2507,17134,13445,27699,22601,23141
97834,Landkreis,Birkenfeld,82778,40614,42164,79738,3040,13121,10971,21364,18690,18632
98646,Landkreis,Hildburghausen,66369,33092,33277,65826,543,8591,9037,18338,15860,14543
99610,Landkreis,Sömmerda,71865,35789,36076,71396,469,9796,8948,20235,17791,15095
99734,Landkreis,Nordhausen,87210,43012,44198,86049,1161,11423,12011,23065,19605,21106
99867,Landkreis,Gotha,136330,67247,69083,134494,1836,18787,17104,37385,31660,31394
