plz,DES,NAME,EWZ,EW_M,EW_W,EW_Deutsch,EW_Auslaender,EW_U18,EW_18_29,EW_30_49,EW_50_64,EW_65p
1662,Landkreis,Meißen,247054,121154,125900,244218,2836,34156,29012,66537,54663,62686
2625,Landkreis,Bautzen,315174,155497,159677,312232,2942,43284,37613,84054,71444,78779
2826,Landkreis,Görlitz,269647,131493,138154,265390,4257,35521,31249,67709,62461,72707
2827,Landkreis,Görlitz,269647,131493,138154,265390,4257,35521,31249,67709,62461,72707
2828,Landkreis,Görlitz,269647,131493,138154,265390,4257,35521,31249,67709,62461,72707
4103,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4105,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4107,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4109,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4129,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4155,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4157,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4158,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4159,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4177,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4178,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4179,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4205,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4207,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4209,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4229,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4249,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4275,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4277,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4279,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4288,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4289,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4299,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4315,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4316,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4317,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4318,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4319,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4328,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4329,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4347,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4349,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4356,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
4357,Landkreis,Leipzig,262214,128287,133927,259852,2362,35622,30385,72709,60244,63254
6886,Landkreis,Wittenberg,132994,65065,67929,131796,1198,16201,15456,35143,31991,34203
6888,Landkreis,Wittenberg,132994,65065,67929,131796,1198,16201,15456,35143,31991,34203
6888,Landkreis,Wittenberg,132994,65065,67929,131796,1198,16201,15456,35143,31991,34203
6889,Landkreis,Wittenberg,132994,65065,67929,131796,1198,16201,15456,35143,31991,34203
7973,Landkreis,Greiz,105332,51687,53645,104558,774,13060,11577,27687,25954,27054
8056,Landkreis,Zwickau,335220,162041,173179,331356,3864,42464,41159,86259,76289,89049
8058,Landkreis,Zwickau,335220,162041,173179,331356,3864,42464,41159,86259,76289,89049
8060,Landkreis,Zwickau,335220,162041,173179,331356,3864,42464,41159,86259,76289,89049
8062,Landkreis,Zwickau,335220,162041,173179,331356,3864,42464,41159,86259,76289,89049
8064,Landkreis,Zwickau,335220,162041,173179,331356,3864,42464,41159,86259,76289,89049
8066,Landkreis,Zwickau,335220,162041,173179,331356,3864,42464,41159,86259,76289,89049
17033,Kreisfreie Stadt,Neubrandenburg,64111,30908,33203,63018,1093,8018,10726,16125,15182,14060
17034,Kreisfreie Stadt,Neubrandenburg,64111,30908,33203,63018,1093,8018,10726,16125,15182,14060
17036,Kreisfreie Stadt,Neubrandenburg,64111,30908,33203,63018,1093,8018,10726,16125,15182,14060
17109,Landkreis,Demmin,77572,38600,38973,76877,696,10601,8924,21094,19124,17830
17489,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17489,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17489,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17489,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17491,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17491,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
17493,Kreisfreie Stadt,Greifswald,55447,26325,29122,53900,1547,6722,14829,13418,10269,10209
18055,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18055,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18057,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18057,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18106,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18106,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18109,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18109,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18119,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18119,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18146,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18146,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18147,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18147,Kreisfreie Stadt,Rostock,200265,98115,102151,193959,6307,23918,40640,51145,38708,45855
18273,Landkreis,Güstrow,96905,48150,48755,96053,852,13579,12060,26698,22809,21759
18435,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18435,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18437,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18437,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18439,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18439,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18439,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18439,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18439,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
18439,Kreisfreie Stadt,Stralsund,56729,27550,29179,55946,783,7148,9150,14611,11487,14333
19053,Kreisfreie Stadt,Schwerin,91293,43244,48049,88060,3233,12065,13671,23468,19907,22182
19055,Kreisfreie Stadt,Schwerin,91293,43244,48049,88060,3233,12065,13671,23468,19907,22182
19055,Kreisfreie Stadt,Schwerin,91293,43244,48049,88060,3233,12065,13671,23468,19907,22182
19057,Kreisfreie Stadt,Schwerin,91293,43244,48049,88060,3233,12065,13671,23468,19907,22182
19059,Kreisfreie Stadt,Schwerin,91293,43244,48049,88060,3233,12065,13671,23468,19907,22182
19061,Kreisfreie Stadt,Schwerin,91293,43244,48049,88060,3233,12065,13671,23468,19907,22182
19063,Kreisfreie Stadt,Schwerin,91293,43244,48049,88060,3233,12065,13671,23468,19907,22182
19288,Landkreis,Ludwigslust,120926,60409,60516,118822,2103,17341,15844,34752,28716,24272
19370,Landkreis,Parchim,93446,46371,47074,92445,1000,12464,10669,25753,24005,20554
21335,Landkreis,Lüneburg,174123,84545,89578,167819,6304,31799,24231,52292,33489,32312
21337,Landkreis,Lüneburg,174123,84545,89578,167819,6304,31799,24231,52292,33489,32312
21339,Landkreis,Lüneburg,174123,84545,89578,167819,6304,31799,24231,52292,33489,32312
21680,Landkreis,Stade,195450,97195,98255,186395,9055,36395,24908,56296,39843,38008
21682,Landkreis,Stade,195450,97195,98255,186395,9055,36395,24908,56296,39843,38008
21683,Landkreis,Stade,195450,97195,98255,186395,9055,36395,24908,56296,39843,38008
21684,Landkreis,Stade,195450,97195,98255,186395,9055,36395,24908,56296,39843,38008
22964,Kreis,Steinburg,130785,64208,66575,126924,3859,23114,15776,37225,26751,27917
23970,Kreisfreie Stadt,Wismar,42468,20634,21835,41096,1373,5149,7346,10445,8830,10699
24306,Kreis,Plön,127676,61687,65989,125005,2671,21960,13427,34934,27201,30154
24306,Kreis,Plön,127676,61687,65989,125005,2671,21960,13427,34934,27201,30154
25421,Kreis,Pinneberg,296341,144046,152295,277686,18655,51764,35041,86649,59346,63541
25421,Kreis,Pinneberg,296341,144046,152295,277686,18655,51764,35041,86649,59346,63541
26122,Landkreis,Oldenburg,125015,61588,63426,120296,4718,23503,14425,36895,25945,24246
26409,Landkreis,Wittmund,56839,27654,29185,55504,1335,10303,7094,15136,12241,12065
26409,Landkreis,Wittmund,56839,27654,29185,55504,1335,10303,7094,15136,12241,12065
26603,Landkreis,Aurich,187136,91373,95762,182397,4738,34784,23247,51670,39656,37778
26603,Landkreis,Aurich,187136,91373,95762,182397,4738,34784,23247,51670,39656,37778
26605,Landkreis,Aurich,187136,91373,95762,182397,4738,34784,23247,51670,39656,37778
26605,Landkreis,Aurich,187136,91373,95762,182397,4738,34784,23247,51670,39656,37778
26607,Landkreis,Aurich,187136,91373,95762,182397,4738,34784,23247,51670,39656,37778
26607,Landkreis,Aurich,187136,91373,95762,182397,4738,34784,23247,51670,39656,37778
26789,Landkreis,Leer,163832,80830,83002,156132,7700,31135,21805,46143,32615,32134
26789,Landkreis,Leer,163832,80830,83002,156132,7700,31135,21805,46143,32615,32134
26789,Landkreis,Leer,163832,80830,83002,156132,7700,31135,21805,46143,32615,32134
27283,Landkreis,Verden,132300,64516,67784,126052,6248,24258,16251,37253,28043,26495
27472,Landkreis,Cuxhaven,198777,97025,101753,191000,7778,34334,22507,53237,43151,45549
27474,Landkreis,Cuxhaven,198777,97025,101753,191000,7778,34334,22507,53237,43151,45549
27476,Landkreis,Cuxhaven,198777,97025,101753,191000,7778,34334,22507,53237,43151,45549
27478,Landkreis,Cuxhaven,198777,97025,101753,191000,7778,34334,22507,53237,43151,45549
29221,Landkreis,Celle,176690,86149,90541,169314,7376,31516,22617,47390,36623,38544
29223,Landkreis,Celle,176690,86149,90541,169314,7376,31516,22617,47390,36623,38544
29225,Landkreis,Celle,176690,86149,90541,169314,7376,31516,22617,47390,36623,38544
29227,Landkreis,Celle,176690,86149,90541,169314,7376,31516,22617,47390,36623,38544
29525,Landkreis,Uelzen,93596,45440,48155,91101,2494,15626,10702,25256,19576,22435
31134,Landkreis,Hildesheim,277595,133900,143694,264559,13035,46090,37252,76217,56695,61340
31135,Landkreis,Hildesheim,277595,133900,143694,264559,13035,46090,37252,76217,56695,61340
31137,Landkreis,Hildesheim,277595,133900,143694,264559,13035,46090,37252,76217,56695,61340
31139,Landkreis,Hildesheim,277595,133900,143694,264559,13035,46090,37252,76217,56695,61340
31141,Landkreis,Hildesheim,277595,133900,143694,264559,13035,46090,37252,76217,56695,61340
31224,Landkreis,Peine,130398,63816,66582,124661,5737,23826,15256,37765,26488,27063
31226,Landkreis,Peine,130398,63816,66582,124661,5737,23826,15256,37765,26488,27063
31228,Landkreis,Peine,130398,63816,66582,124661,5737,23826,15256,37765,26488,27063
32049,Kreis,Herford,250704,121741,128963,236263,14441,44135,33262,69623,50279,53405
32051,Kreis,Herford,250704,121741,128963,236263,14441,44135,33262,69623,50279,53405
32052,Kreis,Herford,250704,121741,128963,236263,14441,44135,33262,69623,50279,53405
33098,Kreis,Paderborn,294602,145738,148864,278485,16117,55709,48915,84174,56405,49399
33100,Kreis,Paderborn,294602,145738,148864,278485,16117,55709,48915,84174,56405,49399
33102,Kreis,Paderborn,294602,145738,148864,278485,16117,55709,48915,84174,56405,49399
33104,Kreis,Paderborn,294602,145738,148864,278485,16117,55709,48915,84174,56405,49399
33106,Kreis,Paderborn,294602,145738,148864,278485,16117,55709,48915,84174,56405,49399
33330,Kreis,Gütersloh,350420,172971,177448,322884,27535,67164,48605,102221,67564,64865
33330,Kreis,Gütersloh,350420,172971,177448,322884,27535,67164,48605,102221,67564,64865
33332,Kreis,Gütersloh,350420,172971,177448,322884,27535,67164,48605,102221,67564,64865
33334,Kreis,Gütersloh,350420,172971,177448,322884,27535,67164,48605,102221,67564,64865
33335,Kreis,Gütersloh,350420,172971,177448,322884,27535,67164,48605,102221,67564,64865
34117,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34119,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34121,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34123,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34125,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34127,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34128,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34130,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34131,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34132,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34134,Landkreis,Kassel,234933,114155,120778,226313,8620,38062,27222,64355,51865,53429
34582,Kreis,Borken,363755,180204,183550,342521,21233,73463,52675,105916,68866,62834
35104,Landkreis,Lichtenfels,67297,32917,34380,65508,1789,10979,8870,18979,14387,14082
35390,Landkreis,Gießen,251238,122259,128979,234047,17191,40425,44477,69634,50088,46614
35392,Landkreis,Gießen,251238,122259,128979,234047,17191,40425,44477,69634,50088,46614
35394,Landkreis,Gießen,251238,122259,128979,234047,17191,40425,44477,69634,50088,46614
35396,Landkreis,Gießen,251238,122259,128979,234047,17191,40425,44477,69634,50088,46614
35398,Landkreis,Gießen,251238,122259,128979,234047,17191,40425,44477,69634,50088,46614
36037,Landkreis,Fulda,216179,105791,110388,206508,9671,39366,30976,60642,42191,43004
36039,Landkreis,Fulda,216179,105791,110388,206508,9671,39366,30976,60642,42191,43004
36041,Landkreis,Fulda,216179,105791,110388,206508,9671,39366,30976,60642,42191,43004
36043,Landkreis,Fulda,216179,105791,110388,206508,9671,39366,30976,60642,42191,43004
37073,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37075,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37077,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37079,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37081,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37083,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37085,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37085,Landkreis,Göttingen,248037,120644,127393,233026,15011,39087,43813,67508,48769,48860
37154,Landkreis,Northeim,137445,67254,70192,132727,4719,22045,15997,36800,30224,32380
37520,Landkreis,Osterode am Harz,76785,37334,39452,74101,2685,11613,8120,19598,17079,20376
37603,Landkreis,Holzminden,73548,36051,37496,70540,3007,11976,9056,18740,15654,18121
37671,Kreis,Höxter,145678,71872,73807,141411,4268,26667,19573,39153,30070,30216
38300,Landkreis,Wolfenbüttel,120774,59275,61498,116751,4022,20447,14112,33996,25492,26726
38302,Landkreis,Wolfenbüttel,120774,59275,61498,116751,4022,20447,14112,33996,25492,26726
38304,Landkreis,Wolfenbüttel,120774,59275,61498,116751,4022,20447,14112,33996,25492,26726
38350,Landkreis,Helmstedt,91410,44815,46595,88314,3096,14470,10821,25245,20061,20813
38518,Landkreis,Gifhorn,171333,85102,86229,164813,6518,32619,22027,49876,35807,31002
38640,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38642,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38642,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38642,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38644,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38644,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38644,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38644,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
38690,Landkreis,Goslar,140137,68053,72084,133352,6785,19955,17617,36134,29501,36930
39576,Landkreis,Stendal,119204,58876,60328,117938,1266,16161,15523,32207,28291,27022
40822,Kreis,Mettmann,477778,229244,248533,435929,41848,78247,56508,133448,99985,109589
41747,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
41747,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
41747,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
41748,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
41748,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
41748,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
41749,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
41751,Kreis,Viersen,296175,143564,152612,276656,19520,51875,36933,85242,62054,60072
45657,Kreis,Recklinghausen,619382,300016,319366,571652,47730,101246,80246,171449,134925,131516
45659,Kreis,Recklinghausen,619382,300016,319366,571652,47730,101246,80246,171449,134925,131516
45661,Kreis,Recklinghausen,619382,300016,319366,571652,47730,101246,80246,171449,134925,131516
45663,Kreis,Recklinghausen,619382,300016,319366,571652,47730,101246,80246,171449,134925,131516
45665,Kreis,Recklinghausen,619382,300016,319366,571652,47730,101246,80246,171449,134925,131516
46325,Kreis,Borken,363755,180204,183550,342521,21233,73463,52675,105916,68866,62834
46483,Kreis,Wesel,460419,223209,237211,430775,29645,75517,59078,127704,101238,96883
46485,Kreis,Wesel,460419,223209,237211,430775,29645,75517,59078,127704,101238,96883
46487,Kreis,Wesel,460419,223209,237211,430775,29645,75517,59078,127704,101238,96883
47533,Kreis,Kleve,300989,148241,152749,274239,26751,54404,40308,86005,63264,57009
48231,Kreis,Warendorf,273477,133765,139712,257227,16250,51945,36020,76870,55365,53277
48565,Kreis,Steinfurt,433659,213608,220052,413059,20601,85041,59170,124318,84869,80262
48653,Kreis,Coesfeld,215269,105292,109977,208752,6517,41345,28265,61479,45020,39160
49074,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49076,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49078,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49080,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49082,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49084,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49086,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49088,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49090,Landkreis,Osnabrück,350147,172481,177666,334400,15747,67679,46829,99438,69646,66555
49356,Landkreis,Diepholz,211185,104633,106551,202188,8996,37191,25179,60724,44489,43601
49377,Landkreis,Vechta,132293,66111,66183,123685,8609,28250,21105,38972,23992,19975
49661,Landkreis,Cloppenburg,159337,80218,79119,151058,8279,35455,24505,45810,28778,24789
52349,Kreis,Düren,258760,127124,131637,240420,18341,46060,34863,71763,55132,50943
52351,Kreis,Düren,258760,127124,131637,240420,18341,46060,34863,71763,55132,50943
52353,Kreis,Düren,258760,127124,131637,240420,18341,46060,34863,71763,55132,50943
52355,Kreis,Düren,258760,127124,131637,240420,18341,46060,34863,71763,55132,50943
53879,Kreis,Euskirchen,187940,92313,95626,179564,8375,33474,24074,52709,40656,37026
53881,Kreis,Euskirchen,187940,92313,95626,179564,8375,33474,24074,52709,40656,37026
55543,Landkreis,Bad Kreuznach,155599,75262,80337,145479,10120,26100,19987,42722,33918,32872
55545,Landkreis,Bad Kreuznach,155599,75262,80337,145479,10120,26100,19987,42722,33918,32872
55583,Landkreis,Bad Kreuznach,155599,75262,80337,145479,10120,26100,19987,42722,33918,32872
56564,Landkreis,Neuwied,180674,88216,92456,169178,11494,31826,23524,48872,38519,37931
56566,Landkreis,Neuwied,180674,88216,92456,169178,11494,31826,23524,48872,38519,37931
56567,Landkreis,Neuwied,180674,88216,92456,169178,11494,31826,23524,48872,38519,37931
57290,Landkreis,Neunkirchen,135531,65866,69665,128863,6668,19508,17896,36385,30805,30937
57462,Kreis,Olpe,136491,67847,68643,127584,8906,25175,19146,39701,26914,25554
57610,Landkreis,Altenkirchen (Westerwald),130570,64263,66307,124248,6322,22884,17699,35613,27385,26989
59423,Kreis,Unna,396060,191806,204254,368559,27501,66386,50554,110609,85134,83377
59425,Kreis,Unna,396060,191806,204254,368559,27501,66386,50554,110609,85134,83377
59425,Kreis,Unna,396060,191806,204254,368559,27501,66386,50554,110609,85134,83377
59427,Kreis,Unna,396060,191806,204254,368559,27501,66386,50554,110609,85134,83377
59494,Kreis,Soest,296875,145297,151578,280244,16631,53555,39080,84342,60526,59372
63739,Landkreis,Aschaffenburg,172612,85283,87329,162083,10529,29933,23042,49826,36491,33320
63739,Kreisfreie Stadt,Aschaffenburg,67359,32231,35128,59412,7947,10902,9806,19741,13601,13309
63741,Landkreis,Aschaffenburg,172612,85283,87329,162083,10529,29933,23042,49826,36491,33320
63741,Kreisfreie Stadt,Aschaffenburg,67359,32231,35128,59412,7947,10902,9806,19741,13601,13309
63743,Kreisfreie Stadt,Aschaffenburg,67359,32231,35128,59412,7947,10902,9806,19741,13601,13309
63743,Landkreis,Aschaffenburg,172612,85283,87329,162083,10529,29933,23042,49826,36491,33320
63897,Landkreis,Miltenberg,128406,63855,64550,117892,10513,23297,17228,36860,26411,24609
63930,Landkreis,Neunkirchen,135531,65866,69665,128863,6668,19508,17896,36385,30805,30937
64521,Landkreis,Groß-Gerau,251050,123534,127515,210768,40281,44002,35058,75002,49394,47593
64658,Kreisfreie Stadt,Fürth,115613,55680,59933,100283,15330,18578,16952,35974,22654,21455
64658,Landkreis,Fürth,112786,54689,58097,107690,5096,18691,14090,32547,24158,23300
66538,Landkreis,Neunkirchen,135531,65866,69665,128863,6668,19508,17896,36385,30805,30937
66539,Landkreis,Neunkirchen,135531,65866,69665,128863,6668,19508,17896,36385,30805,30937
66540,Landkreis,Neunkirchen,135531,65866,69665,128863,6668,19508,17896,36385,30805,30937
66740,Landkreis,Saarlouis,197877,95993,101884,185187,12690,29946,25842,53109,45476,43504
66869,Landkreis,Kusel,72781,35908,36875,70451,2332,11641,9278,19273,16905,15686
67098,Landkreis,Bad Dürkheim,131085,63784,67301,124203,6882,21316,14945,36121,29915,28788
67655,Landkreis,Kaiserslautern,105283,51460,53823,99859,5424,18317,13913,28671,23380,21002
67657,Landkreis,Kaiserslautern,105283,51460,53823,99859,5424,18317,13913,28671,23380,21002
67659,Landkreis,Kaiserslautern,105283,51460,53823,99859,5424,18317,13913,28671,23380,21002
67661,Landkreis,Kaiserslautern,105283,51460,53823,99859,5424,18317,13913,28671,23380,21002
67661,Landkreis,Kaiserslautern,105283,51460,53823,99859,5424,18317,13913,28671,23380,21002
67663,Landkreis,Kaiserslautern,105283,51460,53823,99859,5424,18317,13913,28671,23380,21002
68159,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68161,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68163,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68165,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68167,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68169,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68199,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68219,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68229,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68239,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68259,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68305,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68307,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
68309,Stadtkreis,Mannheim,290117,141736,148381,235153,54964,45324,50206,85548,53592,55447
69115,Stadtkreis,Heidelberg,146751,69265,77486,123100,23651,20674,36068,42003,24070,23936
69117,Stadtkreis,Heidelberg,146751,69265,77486,123100,23651,20674,36068,42003,24070,23936
